period,type,canton,group,value
2016Q2,estimate,SO,Physiothérapeutes,26.63
2016Q2,estimate,SO,SPITEX (soins à domicile),22.94
2016Q2,estimate,SZ,Autres,27.02
2016Q2,estimate,SZ,Etablissements médico-sociaux,43.33
2016Q2,estimate,SZ,Hôpitaux (ambulatoire),147.98
2016Q2,estimate,SZ,Hôpitaux (séjours),207.97
2016Q2,estimate,SZ,Laboratoire cabinet médical,22.20
2016Q2,estimate,SZ,Laboratoires,24.68
2016Q2,estimate,SZ,Médecins (ambulatoire) sans laboratoire,197.28
2016Q2,estimate,SZ,Médicaments (médecin),104.58
2016Q2,estimate,SZ,Pharmacies,34.25
2016Q2,estimate,SZ,Physiothérapeutes,26.27
2016Q2,estimate,SZ,SPITEX (soins à domicile),14.49
2016Q2,estimate,TG,Autres,28.66
2016Q2,estimate,TG,Etablissements médico-sociaux,44.13
2016Q2,estimate,TG,Hôpitaux (ambulatoire),169.29
2016Q2,estimate,TG,Hôpitaux (séjours),212.13
2016Q2,estimate,TG,Laboratoire cabinet médical,15.92
2016Q2,estimate,TG,Laboratoires,17.53
2016Q2,estimate,TG,Médecins (ambulatoire) sans laboratoire,163.53
2016Q2,estimate,TG,Médicaments (médecin),89.50
2016Q2,estimate,TG,Pharmacies,44.19
2016Q2,estimate,TG,Physiothérapeutes,32.20
2016Q2,estimate,TG,SPITEX (soins à domicile),20.83
2016Q2,estimate,TI,Autres,38.42
2016Q2,estimate,TI,Etablissements médico-sociaux,72.35
2016Q2,estimate,TI,Hôpitaux (ambulatoire),183.72
2016Q2,estimate,TI,Hôpitaux (séjours),213.94
2016Q2,estimate,TI,Laboratoire cabinet médical,20.84
2016Q2,estimate,TI,Laboratoires,32.66
2016Q2,estimate,TI,Médecins (ambulatoire) sans laboratoire,245.39
2016Q2,estimate,TI,Médicaments (médecin),17.53
2016Q2,estimate,TI,Pharmacies,185.48
2016Q2,estimate,TI,Physiothérapeutes,36.68
2016Q2,estimate,TI,SPITEX (soins à domicile),33.30
2016Q2,estimate,UR,Autres,25.35
2016Q2,estimate,UR,Etablissements médico-sociaux,56.34
2016Q2,estimate,UR,Hôpitaux (ambulatoire),168.55
2016Q2,estimate,UR,Hôpitaux (séjours),189.89
2016Q2,estimate,UR,Laboratoire cabinet médical,15.76
2016Q2,estimate,UR,Laboratoires,12.14
2016Q2,estimate,UR,Médecins (ambulatoire) sans laboratoire,127.30
2016Q2,estimate,UR,Médicaments (médecin),91.64
2016Q2,estimate,UR,Pharmacies,18.77
2016Q2,estimate,UR,Physiothérapeutes,20.04
2016Q2,estimate,UR,SPITEX (soins à domicile),14.33
2016Q2,estimate,VD,Autres,34.90
2016Q2,estimate,VD,Etablissements médico-sociaux,58.53
2016Q2,estimate,VD,Hôpitaux (ambulatoire),252.31
2016Q2,estimate,VD,Hôpitaux (séjours),201.34
2016Q2,estimate,VD,Laboratoire cabinet médical,11.24
2016Q2,estimate,VD,Laboratoires,33.55
2016Q2,estimate,VD,Médecins (ambulatoire) sans laboratoire,232.15
2016Q2,estimate,VD,Médicaments (médecin),11.54
2016Q2,estimate,VD,Pharmacies,176.55
2016Q2,estimate,VD,Physiothérapeutes,25.95
2016Q2,estimate,VD,SPITEX (soins à domicile),38.40
2016Q2,estimate,VS,Autres,32.91
2016Q2,estimate,VS,Etablissements médico-sociaux,54.27
2016Q2,estimate,VS,Hôpitaux (ambulatoire),169.15
2016Q2,estimate,VS,Hôpitaux (séjours),211.35
2016Q2,estimate,VS,Laboratoire cabinet médical,16.35
2016Q2,estimate,VS,Laboratoires,21.90
2016Q2,estimate,VS,Médecins (ambulatoire) sans laboratoire,189.78
2016Q2,estimate,VS,Médicaments (médecin),16.37
2016Q2,estimate,VS,Pharmacies,161.42
2016Q2,estimate,VS,Physiothérapeutes,25.54
2016Q2,estimate,VS,SPITEX (soins à domicile),15.48
2016Q2,estimate,ZG,Autres,27.11
2016Q2,estimate,ZG,Etablissements médico-sociaux,40.91
2016Q2,estimate,ZG,Hôpitaux (ambulatoire),131.84
2016Q2,estimate,ZG,Hôpitaux (séjours),175.89
2016Q2,estimate,ZG,Laboratoire cabinet médical,16.86
2016Q2,estimate,ZG,Laboratoires,28.67
2016Q2,estimate,ZG,Médecins (ambulatoire) sans laboratoire,190.69
2016Q2,estimate,ZG,Médicaments (médecin),82.88
2016Q2,estimate,ZG,Pharmacies,46.61
2016Q2,estimate,ZG,Physiothérapeutes,28.42
2016Q2,estimate,ZG,SPITEX (soins à domicile),12.62
2016Q2,estimate,ZH,Autres,30.59
2016Q2,estimate,ZH,Etablissements médico-sociaux,45.28
2016Q2,estimate,ZH,Hôpitaux (ambulatoire),151.14
2016Q2,estimate,ZH,Hôpitaux (séjours),211.48
2016Q2,estimate,ZH,Laboratoire cabinet médical,18.29
2016Q2,estimate,ZH,Laboratoires,25.32
2016Q2,estimate,ZH,Médecins (ambulatoire) sans laboratoire,244.58
2016Q2,estimate,ZH,Médicaments (médecin),77.49
2016Q2,estimate,ZH,Pharmacies,89.48
2016Q2,estimate,ZH,Physiothérapeutes,29.83
2016Q2,estimate,ZH,SPITEX (soins à domicile),19.79
2016Q2,estimate,CH,Autres,802.91
2016Q2,estimate,CH,Etablissements médico-sociaux,1425.34
2016Q2,estimate,CH,Hôpitaux (ambulatoire),4481.76
2016Q2,estimate,CH,Hôpitaux (séjours),5428.63
2016Q2,estimate,CH,Laboratoire cabinet médical,419.14
2016Q2,estimate,CH,Laboratoires,627.48
2016Q2,estimate,CH,Médecins (ambulatoire) sans laboratoire,4994.38
2016Q2,estimate,CH,Médicaments (médecin),1682.78
2016Q2,estimate,CH,Pharmacies,2488.48
2016Q2,estimate,CH,Physiothérapeutes,707.97
2016Q2,estimate,CH,SPITEX (soins à domicile),593.44
2016Q3,estimate,AG,Autres,30.44
2016Q3,estimate,AG,Etablissements médico-sociaux,39.46
2016Q3,estimate,AG,Hôpitaux (ambulatoire),211.41
2016Q3,estimate,AG,Hôpitaux (séjours),203.23
2016Q3,estimate,AG,Laboratoire cabinet médical,15.08
2016Q3,estimate,AG,Laboratoires,17.72
2016Q3,estimate,AG,Médecins (ambulatoire) sans laboratoire,162.97
2016Q3,estimate,AG,Médicaments (médecin),26.02
2016Q3,estimate,AG,Pharmacies,131.30
2016Q3,estimate,AG,Physiothérapeutes,25.41
2016Q3,estimate,AG,SPITEX (soins à domicile),16.08
2016Q3,estimate,AI,Autres,28.57
2016Q3,estimate,AI,Etablissements médico-sociaux,44.81
2016Q3,estimate,AI,Hôpitaux (ambulatoire),123.52
2016Q3,estimate,AI,Hôpitaux (séjours),172.28
2016Q3,estimate,AI,Laboratoire cabinet médical,13.39
2016Q3,estimate,AI,Laboratoires,13.22
2016Q3,estimate,AI,Médecins (ambulatoire) sans laboratoire,120.73
2016Q3,estimate,AI,Médicaments (médecin),84.49
2016Q3,estimate,AI,Pharmacies,28.84
2016Q3,estimate,AI,Physiothérapeutes,16.19
2016Q3,estimate,AI,SPITEX (soins à domicile),19.04
2016Q3,estimate,AR,Autres,27.47
2016Q3,estimate,AR,Etablissements médico-sociaux,62.78
2016Q3,estimate,AR,Hôpitaux (ambulatoire),151.93
2016Q3,estimate,AR,Hôpitaux (séjours),216.21
2016Q3,estimate,AR,Laboratoire cabinet médical,14.36
2016Q3,estimate,AR,Laboratoires,15.22
2016Q3,estimate,AR,Médecins (ambulatoire) sans laboratoire,152.57
2016Q3,estimate,AR,Médicaments (médecin),87.90
2016Q3,estimate,AR,Pharmacies,32.20
2016Q3,estimate,AR,Physiothérapeutes,20.81
2016Q3,estimate,AR,SPITEX (soins à domicile),14.27
2016Q3,estimate,BE,Autres,37.72
2016Q3,estimate,BE,Etablissements médico-sociaux,68.67
2016Q3,estimate,BE,Hôpitaux (ambulatoire),172.35
2016Q3,estimate,BE,Hôpitaux (séjours),205.93
2016Q3,estimate,BE,Laboratoire cabinet médical,17.20
2016Q3,estimate,BE,Laboratoires,21.76
2016Q3,estimate,BE,Médecins (ambulatoire) sans laboratoire,186.12
2016Q3,estimate,BE,Médicaments (médecin),67.19
2016Q3,estimate,BE,Pharmacies,99.99
2016Q3,estimate,BE,Physiothérapeutes,24.67
2016Q3,estimate,BE,SPITEX (soins à domicile),34.30
2016Q3,estimate,BL,Autres,31.45
2016Q3,estimate,BL,Etablissements médico-sociaux,42.50
2016Q3,estimate,BL,Hôpitaux (ambulatoire),189.73
2016Q3,estimate,BL,Hôpitaux (séjours),247.90
2016Q3,estimate,BL,Laboratoire cabinet médical,16.03
2016Q3,estimate,BL,Laboratoires,23.64
2016Q3,estimate,BL,Médecins (ambulatoire) sans laboratoire,218.77
2016Q3,estimate,BL,Médicaments (médecin),81.59
2016Q3,estimate,BL,Pharmacies,101.90
2016Q3,estimate,BL,Physiothérapeutes,35.15
2016Q3,estimate,BL,SPITEX (soins à domicile),23.82
2016Q3,estimate,BS,Autres,37.95
2016Q3,estimate,BS,Etablissements médico-sociaux,63.84
2016Q3,estimate,BS,Hôpitaux (ambulatoire),215.72
2016Q3,estimate,BS,Hôpitaux (séjours),283.75
2016Q3,estimate,BS,Laboratoire cabinet médical,13.86
2016Q3,estimate,BS,Laboratoires,24.45
2016Q3,estimate,BS,Médecins (ambulatoire) sans laboratoire,213.90
2016Q3,estimate,BS,Médicaments (médecin),25.14
2016Q3,estimate,BS,Pharmacies,180.08
2016Q3,estimate,BS,Physiothérapeutes,35.64
2016Q3,estimate,BS,SPITEX (soins à domicile),35.60
2016Q3,estimate,FR,Autres,35.45
2016Q3,estimate,FR,Etablissements médico-sociaux,51.41
2016Q3,estimate,FR,Hôpitaux (ambulatoire),166.85
2016Q3,estimate,FR,Hôpitaux (séjours),163.49
2016Q3,estimate,FR,Laboratoire cabinet médical,13.11
2016Q3,estimate,FR,Laboratoires,23.60
2016Q3,estimate,FR,Médecins (ambulatoire) sans laboratoire,180.95
2016Q3,estimate,FR,Médicaments (médecin),18.83
2016Q3,estimate,FR,Pharmacies,132.85
2016Q3,estimate,FR,Physiothérapeutes,20.82
2016Q3,estimate,FR,SPITEX (soins à domicile),17.93
2016Q3,estimate,GE,Autres,36.73
2016Q3,estimate,GE,Etablissements médico-sociaux,53.78
2016Q3,estimate,GE,Hôpitaux (ambulatoire),193.20
2016Q3,estimate,GE,Hôpitaux (séjours),189.79
2016Q3,estimate,GE,Laboratoire cabinet médical,7.22
2016Q3,estimate,GE,Laboratoires,43.71
2016Q3,estimate,GE,Médecins (ambulatoire) sans laboratoire,291.48
2016Q3,estimate,GE,Médicaments (médecin),14.13
2016Q3,estimate,GE,Pharmacies,173.82
2016Q3,estimate,GE,Physiothérapeutes,31.05
2016Q3,estimate,GE,SPITEX (soins à domicile),29.70
2016Q3,estimate,GL,Autres,24.35
2016Q3,estimate,GL,Etablissements médico-sociaux,60.74
2016Q3,estimate,GL,Hôpitaux (ambulatoire),170.33
2016Q3,estimate,GL,Hôpitaux (séjours),172.31
2016Q3,estimate,GL,Laboratoire cabinet médical,15.49
2016Q3,estimate,GL,Laboratoires,17.63
2016Q3,estimate,GL,Médecins (ambulatoire) sans laboratoire,145.98
2016Q3,estimate,GL,Médicaments (médecin),109.53
2016Q3,estimate,GL,Pharmacies,32.01
2016Q3,estimate,GL,Physiothérapeutes,26.56
2016Q3,estimate,GL,SPITEX (soins à domicile),14.80
2016Q3,estimate,GR,Autres,27.68
2016Q3,estimate,GR,Etablissements médico-sociaux,51.26
2016Q3,estimate,GR,Hôpitaux (ambulatoire),152.62
2016Q3,estimate,GR,Hôpitaux (séjours),186.42
2016Q3,estimate,GR,Laboratoire cabinet médical,15.31
2016Q3,estimate,GR,Laboratoires,19.15
2016Q3,estimate,GR,Médecins (ambulatoire) sans laboratoire,149.19
2016Q3,estimate,GR,Médicaments (médecin),52.64
2016Q3,estimate,GR,Pharmacies,98.45
2016Q3,estimate,GR,Physiothérapeutes,21.84
2016Q3,estimate,GR,SPITEX (soins à domicile),20.48
2016Q3,estimate,JU,Autres,34.02
2016Q3,estimate,JU,Etablissements médico-sociaux,67.85
2016Q3,estimate,JU,Hôpitaux (ambulatoire),212.56
2016Q3,estimate,JU,Hôpitaux (séjours),220.51
2016Q3,estimate,JU,Laboratoire cabinet médical,10.60
2016Q3,estimate,JU,Laboratoires,20.71
2016Q3,estimate,JU,Médecins (ambulatoire) sans laboratoire,167.68
2016Q3,estimate,JU,Médicaments (médecin),21.22
2016Q3,estimate,JU,Pharmacies,165.73
2016Q3,estimate,JU,Physiothérapeutes,20.36
2016Q3,estimate,JU,SPITEX (soins à domicile),40.19
2016Q3,estimate,LU,Autres,31.28
2016Q3,estimate,LU,Etablissements médico-sociaux,59.77
2016Q3,estimate,LU,Hôpitaux (ambulatoire),184.87
2016Q3,estimate,LU,Hôpitaux (séjours),179.33
2016Q3,estimate,LU,Laboratoire cabinet médical,14.37
2016Q3,estimate,LU,Laboratoires,19.29
2016Q3,estimate,LU,Médecins (ambulatoire) sans laboratoire,150.15
2016Q3,estimate,LU,Médicaments (médecin),95.46
2016Q3,estimate,LU,Pharmacies,36.16
2016Q3,estimate,LU,Physiothérapeutes,23.08
2016Q3,estimate,LU,SPITEX (soins à domicile),19.51
2016Q3,estimate,NE,Autres,43.98
2016Q3,estimate,NE,Etablissements médico-sociaux,83.46
2016Q3,estimate,NE,Hôpitaux (ambulatoire),196.26
2016Q3,estimate,NE,Hôpitaux (séjours),195.92
2016Q3,estimate,NE,Laboratoire cabinet médical,7.28
2016Q3,estimate,NE,Laboratoires,38.14
2016Q3,estimate,NE,Médecins (ambulatoire) sans laboratoire,176.67
2016Q3,estimate,NE,Médicaments (médecin),25.64
2016Q3,estimate,NE,Pharmacies,173.98
2016Q3,estimate,NE,Physiothérapeutes,21.89
2016Q3,estimate,NE,SPITEX (soins à domicile),30.91
2016Q3,estimate,NW,Autres,33.40
2016Q3,estimate,NW,Etablissements médico-sociaux,48.75
2016Q3,estimate,NW,Hôpitaux (ambulatoire),182.09
2016Q3,estimate,NW,Hôpitaux (séjours),161.08
2016Q3,estimate,NW,Laboratoire cabinet médical,12.82
2016Q3,estimate,NW,Laboratoires,19.78
2016Q3,estimate,NW,Médecins (ambulatoire) sans laboratoire,140.69
2016Q3,estimate,NW,Médicaments (médecin),86.40
2016Q3,estimate,NW,Pharmacies,32.65
2016Q3,estimate,NW,Physiothérapeutes,20.21
2016Q3,estimate,NW,SPITEX (soins à domicile),15.48
2016Q3,estimate,OW,Autres,27.61
2016Q3,estimate,OW,Etablissements médico-sociaux,46.91
2016Q3,estimate,OW,Hôpitaux (ambulatoire),193.26
2016Q3,estimate,OW,Hôpitaux (séjours),177.52
2016Q3,estimate,OW,Laboratoire cabinet médical,14.02
2016Q3,estimate,OW,Laboratoires,20.60
2016Q3,estimate,OW,Médecins (ambulatoire) sans laboratoire,128.37
2016Q3,estimate,OW,Médicaments (médecin),102.58
2016Q3,estimate,OW,Pharmacies,29.81
2016Q3,estimate,OW,Physiothérapeutes,24.76
2016Q3,estimate,OW,SPITEX (soins à domicile),17.19
2016Q3,estimate,SG,Autres,28.30
2016Q3,estimate,SG,Etablissements médico-sociaux,47.36
2016Q3,estimate,SG,Hôpitaux (ambulatoire),154.37
2016Q3,estimate,SG,Hôpitaux (séjours),199.97
2016Q3,estimate,SG,Laboratoire cabinet médical,15.42
2016Q3,estimate,SG,Laboratoires,16.20
2016Q3,estimate,SG,Médecins (ambulatoire) sans laboratoire,168.80
2016Q3,estimate,SG,Médicaments (médecin),101.89
2016Q3,estimate,SG,Pharmacies,38.79
2016Q3,estimate,SG,Physiothérapeutes,25.38
2016Q3,estimate,SG,SPITEX (soins à domicile),16.57
2016Q3,estimate,SH,Autres,32.33
2016Q3,estimate,SH,Etablissements médico-sociaux,59.85
2016Q3,estimate,SH,Hôpitaux (ambulatoire),172.69
2016Q3,estimate,SH,Hôpitaux (séjours),250.29
2016Q3,estimate,SH,Laboratoire cabinet médical,15.17
2016Q3,estimate,SH,Laboratoires,16.34
2016Q3,estimate,SH,Médecins (ambulatoire) sans laboratoire,168.63
2016Q3,estimate,SH,Médicaments (médecin),60.44
2016Q3,estimate,SH,Pharmacies,113.34
2016Q3,estimate,SH,Physiothérapeutes,30.21
2016Q3,estimate,SH,SPITEX (soins à domicile),21.20
2016Q3,estimate,SO,Autres,34.34
2016Q3,estimate,SO,Etablissements médico-sociaux,45.85
2016Q3,estimate,SO,Hôpitaux (ambulatoire),202.57
2016Q3,estimate,SO,Hôpitaux (séjours),217.87
2016Q3,estimate,SO,Laboratoire cabinet médical,16.33
2016Q3,estimate,SO,Laboratoires,18.29
2016Q3,estimate,SO,Médecins (ambulatoire) sans laboratoire,182.57
2016Q3,estimate,SO,Médicaments (médecin),92.21
2016Q3,estimate,SO,Pharmacies,76.02
2016Q3,estimate,SO,Physiothérapeutes,25.84
2016Q3,estimate,SO,SPITEX (soins à domicile),24.19
2016Q3,estimate,SZ,Autres,25.94
2016Q3,estimate,SZ,Etablissements médico-sociaux,42.19
2016Q3,estimate,SZ,Hôpitaux (ambulatoire),150.29
2016Q3,estimate,SZ,Hôpitaux (séjours),176.90
2016Q3,estimate,SZ,Laboratoire cabinet médical,19.26
2016Q3,estimate,SZ,Laboratoires,22.12
2016Q3,estimate,SZ,Médecins (ambulatoire) sans laboratoire,183.76
2016Q3,estimate,SZ,Médicaments (médecin),103.44
2016Q3,estimate,SZ,Pharmacies,32.66
2016Q3,estimate,SZ,Physiothérapeutes,23.58
2016Q3,estimate,SZ,SPITEX (soins à domicile),14.97
2016Q3,estimate,TG,Autres,29.28
2016Q3,estimate,TG,Etablissements médico-sociaux,42.90
2016Q3,estimate,TG,Hôpitaux (ambulatoire),157.27
2016Q3,estimate,TG,Hôpitaux (séjours),196.92
2016Q3,estimate,TG,Laboratoire cabinet médical,13.70
2016Q3,estimate,TG,Laboratoires,15.66
2016Q3,estimate,TG,Médecins (ambulatoire) sans laboratoire,148.95
2016Q3,estimate,TG,Médicaments (médecin),86.77
2016Q3,estimate,TG,Pharmacies,42.76
2016Q3,estimate,TG,Physiothérapeutes,29.24
2016Q3,estimate,TG,SPITEX (soins à domicile),19.45
2016Q3,estimate,TI,Autres,39.25
2016Q3,estimate,TI,Etablissements médico-sociaux,88.28
2016Q3,estimate,TI,Hôpitaux (ambulatoire),167.11
2016Q3,estimate,TI,Hôpitaux (séjours),189.86
2016Q3,estimate,TI,Laboratoire cabinet médical,17.59
2016Q3,estimate,TI,Laboratoires,28.19
2016Q3,estimate,TI,Médecins (ambulatoire) sans laboratoire,211.81
2016Q3,estimate,TI,Médicaments (médecin),17.78
2016Q3,estimate,TI,Pharmacies,176.01
2016Q3,estimate,TI,Physiothérapeutes,32.24
2016Q3,estimate,TI,SPITEX (soins à domicile),36.22
2016Q3,estimate,UR,Autres,31.81
2016Q3,estimate,UR,Etablissements médico-sociaux,57.06
2016Q3,estimate,UR,Hôpitaux (ambulatoire),169.14
2016Q3,estimate,UR,Hôpitaux (séjours),191.18
2016Q3,estimate,UR,Laboratoire cabinet médical,13.41
2016Q3,estimate,UR,Laboratoires,12.38
2016Q3,estimate,UR,Médecins (ambulatoire) sans laboratoire,114.16
2016Q3,estimate,UR,Médicaments (médecin),89.90
2016Q3,estimate,UR,Pharmacies,18.85
2016Q3,estimate,UR,Physiothérapeutes,17.75
2016Q3,estimate,UR,SPITEX (soins à domicile),13.60
2016Q3,estimate,VD,Autres,37.06
2016Q3,estimate,VD,Etablissements médico-sociaux,57.27
2016Q3,estimate,VD,Hôpitaux (ambulatoire),224.66
2016Q3,estimate,VD,Hôpitaux (séjours),190.29
2016Q3,estimate,VD,Laboratoire cabinet médical,10.07
2016Q3,estimate,VD,Laboratoires,28.96
2016Q3,estimate,VD,Médecins (ambulatoire) sans laboratoire,212.61
2016Q3,estimate,VD,Médicaments (médecin),11.08
2016Q3,estimate,VD,Pharmacies,160.71
2016Q3,estimate,VD,Physiothérapeutes,25.52
2016Q3,estimate,VD,SPITEX (soins à domicile),36.03
2016Q3,estimate,VS,Autres,35.24
2016Q3,estimate,VS,Etablissements médico-sociaux,54.75
2016Q3,estimate,VS,Hôpitaux (ambulatoire),164.27
2016Q3,estimate,VS,Hôpitaux (séjours),191.10
2016Q3,estimate,VS,Laboratoire cabinet médical,13.92
2016Q3,estimate,VS,Laboratoires,18.76
2016Q3,estimate,VS,Médecins (ambulatoire) sans laboratoire,170.57
2016Q3,estimate,VS,Médicaments (médecin),15.18
2016Q3,estimate,VS,Pharmacies,148.26
2016Q3,estimate,VS,Physiothérapeutes,24.01
2016Q3,estimate,VS,SPITEX (soins à domicile),13.96
2016Q3,estimate,ZG,Autres,28.63
2016Q3,estimate,ZG,Etablissements médico-sociaux,40.55
2016Q3,estimate,ZG,Hôpitaux (ambulatoire),147.11
2016Q3,estimate,ZG,Hôpitaux (séjours),167.30
2016Q3,estimate,ZG,Laboratoire cabinet médical,14.79
2016Q3,estimate,ZG,Laboratoires,26.32
2016Q3,estimate,ZG,Médecins (ambulatoire) sans laboratoire,174.99
2016Q3,estimate,ZG,Médicaments (médecin),82.54
2016Q3,estimate,ZG,Pharmacies,49.58
2016Q3,estimate,ZG,Physiothérapeutes,26.53
2016Q3,estimate,ZG,SPITEX (soins à domicile),13.20
2016Q3,estimate,ZH,Autres,31.69
2016Q3,estimate,ZH,Etablissements médico-sociaux,45.58
2016Q3,estimate,ZH,Hôpitaux (ambulatoire),152.84
2016Q3,estimate,ZH,Hôpitaux (séjours),196.48
2016Q3,estimate,ZH,Laboratoire cabinet médical,16.33
2016Q3,estimate,ZH,Laboratoires,23.43
2016Q3,estimate,ZH,Médecins (ambulatoire) sans laboratoire,226.92
2016Q3,estimate,ZH,Médicaments (médecin),76.75
2016Q3,estimate,ZH,Pharmacies,85.10
2016Q3,estimate,ZH,Physiothérapeutes,28.65
2016Q3,estimate,ZH,SPITEX (soins à domicile),19.80
2016Q3,estimate,CH,Autres,841.97
2016Q3,estimate,CH,Etablissements médico-sociaux,1427.63
2016Q3,estimate,CH,Hôpitaux (ambulatoire),4579.02
2016Q3,estimate,CH,Hôpitaux (séjours),5143.83
2016Q3,estimate,CH,Laboratoire cabinet médical,366.13
2016Q3,estimate,CH,Laboratoires,565.27
2016Q3,estimate,CH,Médecins (ambulatoire) sans laboratoire,4549.99
2016Q3,estimate,CH,Médicaments (médecin),1636.74
2016Q3,estimate,CH,Pharmacies,2391.85
2016Q3,estimate,CH,Physiothérapeutes,657.39
2016Q3,estimate,CH,SPITEX (soins à domicile),578.49
2016Q4,estimate,AG,Autres,32.43
2016Q4,estimate,AG,Etablissements médico-sociaux,37.40
2016Q4,estimate,AG,Hôpitaux (ambulatoire),210.11
2016Q4,estimate,AG,Hôpitaux (séjours),204.60
2016Q4,estimate,AG,Laboratoire cabinet médical,16.55
2016Q4,estimate,AG,Laboratoires,20.35
2016Q4,estimate,AG,Médecins (ambulatoire) sans laboratoire,177.39
2016Q4,estimate,AG,Médicaments (médecin),27.50
2016Q4,estimate,AG,Pharmacies,136.01
2016Q4,estimate,AG,Physiothérapeutes,26.98
2016Q4,estimate,AG,SPITEX (soins à domicile),16.46
2016Q4,estimate,AI,Autres,28.73
2016Q4,estimate,AI,Etablissements médico-sociaux,45.68
2016Q4,estimate,AI,Hôpitaux (ambulatoire),122.96
2016Q4,estimate,AI,Hôpitaux (séjours),172.88
2016Q4,estimate,AI,Laboratoire cabinet médical,16.47
2016Q4,estimate,AI,Laboratoires,13.68
2016Q4,estimate,AI,Médecins (ambulatoire) sans laboratoire,140.76
2016Q4,estimate,AI,Médicaments (médecin),96.29
2016Q4,estimate,AI,Pharmacies,25.35
2016Q4,estimate,AI,Physiothérapeutes,13.78
2016Q4,estimate,AI,SPITEX (soins à domicile),16.70
2016Q4,estimate,AR,Autres,29.38
2016Q4,estimate,AR,Etablissements médico-sociaux,60.70
2016Q4,estimate,AR,Hôpitaux (ambulatoire),147.00
2016Q4,estimate,AR,Hôpitaux (séjours),223.01
2016Q4,estimate,AR,Laboratoire cabinet médical,15.60
2016Q4,estimate,AR,Laboratoires,15.65
2016Q4,estimate,AR,Médecins (ambulatoire) sans laboratoire,164.25
2016Q4,estimate,AR,Médicaments (médecin),91.42
2016Q4,estimate,AR,Pharmacies,37.61
2016Q4,estimate,AR,Physiothérapeutes,21.72
2016Q4,estimate,AR,SPITEX (soins à domicile),15.44
2016Q4,estimate,BE,Autres,36.12
2016Q4,estimate,BE,Etablissements médico-sociaux,71.29
2016Q4,estimate,BE,Hôpitaux (ambulatoire),177.79
2016Q4,estimate,BE,Hôpitaux (séjours),226.34
2016Q4,estimate,BE,Laboratoire cabinet médical,17.93
2016Q4,estimate,BE,Laboratoires,24.25
2016Q4,estimate,BE,Médecins (ambulatoire) sans laboratoire,197.50
2016Q4,estimate,BE,Médicaments (médecin),70.18
2016Q4,estimate,BE,Pharmacies,103.04
2016Q4,estimate,BE,Physiothérapeutes,25.33
2016Q4,estimate,BE,SPITEX (soins à domicile),33.53
2016Q4,estimate,BL,Autres,36.82
2016Q4,estimate,BL,Etablissements médico-sociaux,40.92
2016Q4,estimate,BL,Hôpitaux (ambulatoire),190.50
2016Q4,estimate,BL,Hôpitaux (séjours),252.19
2016Q4,estimate,BL,Laboratoire cabinet médical,17.87
2016Q4,estimate,BL,Laboratoires,27.71
