Period,Canton,Cost_Group,Value,Type
2016Q2,OW,Autres,28.34,Historical
2016Q2,OW,Etablissements médico-sociaux,48.44,Historical
2016Q2,OW,Hôpitaux (ambulatoire),207.88,Historical
2016Q2,OW,Hôpitaux (séjours),180.59,Historical
2016Q2,OW,Laboratoire cabinet médical,16.35,Historical
2016Q2,OW,Laboratoires,21.13,Historical
2016Q2,OW,Médecins (ambulatoire) sans laboratoire,144.33,Historical
2016Q2,OW,Médicaments (médecin),104.31,Historical
2016Q2,OW,Pharmacies,30.86,Historical
2016Q2,OW,Physiothérapeutes,26.91,Historical
2016Q2,OW,SPITEX (soins à domicile),17.93,Historical
2016Q2,OW,Total,827.06,Historical
2016Q2,SG,Autres,27.60,Historical
2016Q2,SG,Etablissements médico-sociaux,47.44,Historical
2016Q2,SG,Hôpitaux (ambulatoire),164.87,Historical
2016Q2,SG,Hôpitaux (séjours),203.70,Historical
2016Q2,SG,Laboratoire cabinet médical,17.38,Historical
2016Q2,SG,Laboratoires,17.99,Historical
2016Q2,SG,Médecins (ambulatoire) sans laboratoire,184.63,Historical
2016Q2,SG,Médicaments (médecin),105.01,Historical
2016Q2,SG,Pharmacies,38.78,Historical
2016Q2,SG,Physiothérapeutes,27.57,Historical
2016Q2,SG,SPITEX (soins à domicile),16.52,Historical
2016Q2,SG,Total,851.48,Historical
2016Q2,SH,Autres,28.58,Historical
2016Q2,SH,Etablissements médico-sociaux,53.80,Historical
2016Q2,SH,Hôpitaux (ambulatoire),130.94,Historical
2016Q2,SH,Hôpitaux (séjours),203.40,Historical
2016Q2,SH,Laboratoire cabinet médical,17.34,Historical
2016Q2,SH,Laboratoires,18.36,Historical
2016Q2,SH,Médecins (ambulatoire) sans laboratoire,174.99,Historical
2016Q2,SH,Médicaments (médecin),63.34,Historical
2016Q2,SH,Pharmacies,109.17,Historical
2016Q2,SH,Physiothérapeutes,32.26,Historical
2016Q2,SH,SPITEX (soins à domicile),20.86,Historical
2016Q2,SH,Total,853.04,Historical
2016Q2,SO,Autres,33.01,Historical
2016Q2,SO,Etablissements médico-sociaux,45.35,Historical
2016Q2,SO,Hôpitaux (ambulatoire),194.97,Historical
2016Q2,SO,Hôpitaux (séjours),242.94,Historical
2016Q2,SO,Laboratoire cabinet médical,17.99,Historical
2016Q2,SO,Laboratoires,22.20,Historical
2016Q2,SO,Médecins (ambulatoire) sans laboratoire,190.57,Historical
2016Q2,SO,Médicaments (médecin),92.71,Historical
2016Q2,SO,Pharmacies,78.74,Historical
2016Q2,SO,Physiothérapeutes,26.63,Historical
2016Q2,SO,SPITEX (soins à domicile),22.94,Historical
2016Q2,SO,Total,968.04,Historical
2016Q2,SZ,Autres,27.02,Historical
2016Q2,SZ,Etablissements médico-sociaux,43.33,Historical
2016Q2,SZ,Hôpitaux (ambulatoire),147.98,Historical
2016Q2,SZ,Hôpitaux (séjours),207.97,Historical
2016Q2,SZ,Laboratoire cabinet médical,22.20,Historical
2016Q2,SZ,Laboratoires,24.68,Historical
2016Q2,SZ,Médecins (ambulatoire) sans laboratoire,197.28,Historical
2016Q2,SZ,Médicaments (médecin),104.58,Historical
2016Q2,SZ,Pharmacies,34.25,Historical
2016Q2,SZ,Physiothérapeutes,26.27,Historical
2016Q2,SZ,SPITEX (soins à domicile),14.49,Historical
2016Q2,SZ,Total,850.04,Historical
2016Q2,TG,Autres,28.66,Historical
2016Q2,TG,Etablissements médico-sociaux,44.13,Historical
2016Q2,TG,Hôpitaux (ambulatoire),169.29,Historical
2016Q2,TG,Hôpitaux (séjours),212.13,Historical
2016Q2,TG,Laboratoire cabinet médical,15.92,Historical
2016Q2,TG,Laboratoires,17.53,Historical
2016Q2,TG,Médecins (ambulatoire) sans laboratoire,163.53,Historical
2016Q2,TG,Médicaments (médecin),89.50,Historical
2016Q2,TG,Pharmacies,44.19,Historical
2016Q2,TG,Physiothérapeutes,32.20,Historical
2016Q2,TG,SPITEX (soins à domicile),20.83,Historical
2016Q2,TG,Total,837.92,Historical
2016Q2,TI,Autres,38.42,Historical
2016Q2,TI,Etablissements médico-sociaux,72.35,Historical
2016Q2,TI,Hôpitaux (ambulatoire),183.72,Historical
2016Q2,TI,Hôpitaux (séjours),213.94,Historical
2016Q2,TI,Laboratoire cabinet médical,20.84,Historical
2016Q2,TI,Laboratoires,32.66,Historical
2016Q2,TI,Médecins (ambulatoire) sans laboratoire,245.39,Historical
2016Q2,TI,Médicaments (médecin),17.53,Historical
2016Q2,TI,Pharmacies,185.48,Historical
2016Q2,TI,Physiothérapeutes,36.68,Historical
2016Q2,TI,SPITEX (soins à domicile),33.30,Historical
2016Q2,TI,Total,1080.29,Historical
2016Q2,UR,Autres,25.35,Historical
2016Q2,UR,Etablissements médico-sociaux,56.34,Historical
2016Q2,UR,Hôpitaux (ambulatoire),168.55,Historical
2016Q2,UR,Hôpitaux (séjours),189.89,Historical
2016Q2,UR,Laboratoire cabinet médical,15.76,Historical
2016Q2,UR,Laboratoires,12.14,Historical
2016Q2,UR,Médecins (ambulatoire) sans laboratoire,127.30,Historical
2016Q2,UR,Médicaments (médecin),91.64,Historical
2016Q2,UR,Pharmacies,18.77,Historical
2016Q2,UR,Physiothérapeutes,20.04,Historical
2016Q2,UR,SPITEX (soins à domicile),14.33,Historical
2016Q2,UR,Total,740.10,Historical
2016Q2,VD,Autres,34.90,Historical
2016Q2,VD,Etablissements médico-sociaux,58.53,Historical
2016Q2,VD,Hôpitaux (ambulatoire),252.31,Historical
2016Q2,VD,Hôpitaux (séjours),201.34,Historical
2016Q2,VD,Laboratoire cabinet médical,11.24,Historical
2016Q2,VD,Laboratoires,33.55,Historical
2016Q2,VD,Médecins (ambulatoire) sans laboratoire,232.15,Historical
2016Q2,VD,Médicaments (médecin),11.54,Historical
2016Q2,VD,Pharmacies,176.55,Historical
2016Q2,VD,Physiothérapeutes,25.95,Historical
2016Q2,VD,SPITEX (soins à domicile),38.40,Historical
2016Q2,VD,Total,1076.46,Historical
2016Q2,VS,Autres,32.91,Historical
2016Q2,VS,Etablissements médico-sociaux,54.27,Historical
2016Q2,VS,Hôpitaux (ambulatoire),169.15,Historical
2016Q2,VS,Hôpitaux (séjours),211.35,Historical
2016Q2,VS,Laboratoire cabinet médical,16.35,Historical
2016Q2,VS,Laboratoires,21.90,Historical
2016Q2,VS,Médecins (ambulatoire) sans laboratoire,189.78,Historical
2016Q2,VS,Médicaments (médecin),16.37,Historical
2016Q2,VS,Pharmacies,161.42,Historical
2016Q2,VS,Physiothérapeutes,25.54,Historical
2016Q2,VS,SPITEX (soins à domicile),15.48,Historical
2016Q2,VS,Total,914.51,Historical
2016Q2,ZG,Autres,27.11,Historical
2016Q2,ZG,Etablissements médico-sociaux,40.91,Historical
2016Q2,ZG,Hôpitaux (ambulatoire),131.84,Historical
2016Q2,ZG,Hôpitaux (séjours),175.89,Historical
2016Q2,ZG,Laboratoire cabinet médical,16.86,Historical
2016Q2,ZG,Laboratoires,28.67,Historical
2016Q2,ZG,Médecins (ambulatoire) sans laboratoire,190.69,Historical
2016Q2,ZG,Médicaments (médecin),82.88,Historical
2016Q2,ZG,Pharmacies,46.61,Historical
2016Q2,ZG,Physiothérapeutes,28.42,Historical
2016Q2,ZG,SPITEX (soins à domicile),12.62,Historical
2016Q2,ZG,Total,782.50,Historical
2016Q2,ZH,Autres,30.59,Historical
2016Q2,ZH,Etablissements médico-sociaux,45.28,Historical
2016Q2,ZH,Hôpitaux (ambulatoire),151.14,Historical
2016Q2,ZH,Hôpitaux (séjours),211.48,Historical
2016Q2,ZH,Laboratoire cabinet médical,18.29,Historical
2016Q2,ZH,Laboratoires,25.32,Historical
2016Q2,ZH,Médecins (ambulatoire) sans laboratoire,244.58,Historical
2016Q2,ZH,Médicaments (médecin),77.49,Historical
2016Q2,ZH,Pharmacies,89.48,Historical
2016Q2,ZH,Physiothérapeutes,29.83,Historical
2016Q2,ZH,SPITEX (soins à domicile),19.79,Historical
2016Q2,ZH,Total,943.28,Historical
2016Q3,AG,Autres,30.44,Historical
2016Q3,AG,Etablissements médico-sociaux,39.46,Historical
2016Q3,AG,Hôpitaux (ambulatoire),211.41,Historical
2016Q3,AG,Hôpitaux (séjours),203.23,Historical
2016Q3,AG,Laboratoire cabinet médical,15.08,Historical
2016Q3,AG,Laboratoires,17.72,Historical
2016Q3,AG,Médecins (ambulatoire) sans laboratoire,162.97,Historical
2016Q3,AG,Médicaments (médecin),26.02,Historical
2016Q3,AG,Pharmacies,131.30,Historical
2016Q3,AG,Physiothérapeutes,25.41,Historical
2016Q3,AG,SPITEX (soins à domicile),16.08,Historical
2016Q3,AG,Total,879.11,Historical
2016Q3,AI,Autres,28.57,Historical
2016Q3,AI,Etablissements médico-sociaux,44.81,Historical
2016Q3,AI,Hôpitaux (ambulatoire),123.52,Historical
2016Q3,AI,Hôpitaux (séjours),172.28,Historical
2016Q3,AI,Laboratoire cabinet médical,13.39,Historical
2016Q3,AI,Laboratoires,13.22,Historical
2016Q3,AI,Médecins (ambulatoire) sans laboratoire,120.73,Historical
2016Q3,AI,Médicaments (médecin),84.49,Historical
2016Q3,AI,Pharmacies,28.84,Historical
2016Q3,AI,Physiothérapeutes,16.19,Historical
2016Q3,AI,SPITEX (soins à domicile),19.04,Historical
2016Q3,AI,Total,665.10,Historical
2016Q3,AR,Autres,27.47,Historical
2016Q3,AR,Etablissements médico-sociaux,62.78,Historical
2016Q3,AR,Hôpitaux (ambulatoire),151.93,Historical
2016Q3,AR,Hôpitaux (séjours),216.21,Historical
2016Q3,AR,Laboratoire cabinet médical,14.36,Historical
2016Q3,AR,Laboratoires,15.22,Historical
2016Q3,AR,Médecins (ambulatoire) sans laboratoire,152.57,Historical
2016Q3,AR,Médicaments (médecin),87.90,Historical
2016Q3,AR,Pharmacies,32.20,Historical
2016Q3,AR,Physiothérapeutes,20.81,Historical
2016Q3,AR,SPITEX (soins à domicile),14.27,Historical
2016Q3,AR,Total,795.74,Historical
2016Q3,BE,Autres,37.72,Historical
2016Q3,BE,Etablissements médico-sociaux,68.67,Historical
2016Q3,BE,Hôpitaux (ambulatoire),172.35,Historical
2016Q3,BE,Hôpitaux (séjours),205.93,Historical
2016Q3,BE,Laboratoire cabinet médical,17.20,Historical
2016Q3,BE,Laboratoires,21.76,Historical
2016Q3,BE,Médecins (ambulatoire) sans laboratoire,186.12,Historical
2016Q3,BE,Médicaments (médecin),67.19,Historical
2016Q3,BE,Pharmacies,99.99,Historical
2016Q3,BE,Physiothérapeutes,24.67,Historical
2016Q3,BE,SPITEX (soins à domicile),34.30,Historical
2016Q3,BE,Total,935.91,Historical
2016Q3,BL,Autres,31.45,Historical
2016Q3,BL,Etablissements médico-sociaux,42.50,Historical
2016Q3,BL,Hôpitaux (ambulatoire),189.73,Historical
2016Q3,BL,Hôpitaux (séjours),247.90,Historical
2016Q3,BL,Laboratoire cabinet médical,16.03,Historical
2016Q3,BL,Laboratoires,23.64,Historical
2016Q3,BL,Médecins (ambulatoire) sans laboratoire,218.77,Historical
2016Q3,BL,Médicaments (médecin),81.59,Historical
2016Q3,BL,Pharmacies,101.90,Historical
2016Q3,BL,Physiothérapeutes,35.15,Historical
2016Q3,BL,SPITEX (soins à domicile),23.82,Historical
2016Q3,BL,Total,1012.47,Historical
2016Q3,BS,Autres,37.95,Historical
2016Q3,BS,Etablissements médico-sociaux,63.84,Historical
2016Q3,BS,Hôpitaux (ambulatoire),215.72,Historical
2016Q3,BS,Hôpitaux (séjours),283.75,Historical
2016Q3,BS,Laboratoire cabinet médical,13.86,Historical
2016Q3,BS,Laboratoires,24.45,Historical
2016Q3,BS,Médecins (ambulatoire) sans laboratoire,213.90,Historical
2016Q3,BS,Médicaments (médecin),25.14,Historical
2016Q3,BS,Pharmacies,180.08,Historical
2016Q3,BS,Physiothérapeutes,35.64,Historical
2016Q3,BS,SPITEX (soins à domicile),35.60,Historical
2016Q3,BS,Total,1129.91,Historical
2016Q3,CH,Autres,33.59,Historical
2016Q3,CH,Etablissements médico-sociaux,54.26,Historical
2016Q3,CH,Hôpitaux (ambulatoire),178.36,Historical
2016Q3,CH,Hôpitaux (séjours),198.80,Historical
2016Q3,CH,Laboratoire cabinet médical,14.47,Historical
2016Q3,CH,Laboratoires,23.37,Historical
2016Q3,CH,Médecins (ambulatoire) sans laboratoire,194.79,Historical
2016Q3,CH,Médicaments (médecin),55.84,Historical
2016Q3,CH,Pharmacies,106.82,Historical
2016Q3,CH,Physiothérapeutes,26.60,Historical
2016Q3,CH,SPITEX (soins à domicile),24.27,Historical
2016Q3,CH,Total,911.18,Historical
2016Q3,FR,Autres,35.45,Historical
2016Q3,FR,Etablissements médico-sociaux,51.41,Historical
2016Q3,FR,Hôpitaux (ambulatoire),166.85,Historical
2016Q3,FR,Hôpitaux (séjours),163.49,Historical
2016Q3,FR,Laboratoire cabinet médical,13.11,Historical
2016Q3,FR,Laboratoires,23.60,Historical
2016Q3,FR,Médecins (ambulatoire) sans laboratoire,180.95,Historical
2016Q3,FR,Médicaments (médecin),18.83,Historical
2016Q3,FR,Pharmacies,132.85,Historical
2016Q3,FR,Physiothérapeutes,20.82,Historical
2016Q3,FR,SPITEX (soins à domicile),17.93,Historical
2016Q3,FR,Total,825.30,Historical
2016Q3,GE,Autres,36.73,Historical
2016Q3,GE,Etablissements médico-sociaux,53.78,Historical
2016Q3,GE,Hôpitaux (ambulatoire),193.20,Historical
2016Q3,GE,Hôpitaux (séjours),189.79,Historical
2016Q3,GE,Laboratoire cabinet médical,7.22,Historical
2016Q3,GE,Laboratoires,43.71,Historical
2016Q3,GE,Médecins (ambulatoire) sans laboratoire,291.48,Historical
2016Q3,GE,Médicaments (médecin),14.13,Historical
2016Q3,GE,Pharmacies,173.82,Historical
2016Q3,GE,Physiothérapeutes,31.05,Historical
2016Q3,GE,SPITEX (soins à domicile),29.70,Historical
2016Q3,GE,Total,1064.60,Historical
2016Q3,GL,Autres,24.35,Historical
2016Q3,GL,Etablissements médico-sociaux,60.74,Historical
2016Q3,GL,Hôpitaux (ambulatoire),170.33,Historical
2016Q3,GL,Hôpitaux (séjours),172.31,Historical
2016Q3,GL,Laboratoire cabinet médical,15.49,Historical
2016Q3,GL,Laboratoires,17.63,Historical
2016Q3,GL,Médecins (ambulatoire) sans laboratoire,145.98,Historical
2016Q3,GL,Médicaments (médecin),109.53,Historical
2016Q3,GL,Pharmacies,32.01,Historical
2016Q3,GL,Physiothérapeutes,26.56,Historical
2016Q3,GL,SPITEX (soins à domicile),14.80,Historical
2016Q3,GL,Total,789.73,Historical
2016Q3,GR,Autres,27.68,Historical
2016Q3,GR,Etablissements médico-sociaux,51.26,Historical
2016Q3,GR,Hôpitaux (ambulatoire),152.62,Historical
2016Q3,GR,Hôpitaux (séjours),186.42,Historical
2016Q3,GR,Laboratoire cabinet médical,15.31,Historical
2016Q3,GR,Laboratoires,19.15,Historical
2016Q3,GR,Médecins (ambulatoire) sans laboratoire,149.19,Historical
2016Q3,GR,Médicaments (médecin),52.64,Historical
2016Q3,GR,Pharmacies,98.45,Historical
2016Q3,GR,Physiothérapeutes,21.84,Historical
2016Q3,GR,SPITEX (soins à domicile),20.48,Historical
2016Q3,GR,Total,795.05,Historical
2016Q3,JU,Autres,34.02,Historical
2016Q3,JU,Etablissements médico-sociaux,67.85,Historical
2016Q3,JU,Hôpitaux (ambulatoire),212.56,Historical
2016Q3,JU,Hôpitaux (séjours),220.51,Historical
2016Q3,JU,Laboratoire cabinet médical,10.60,Historical
2016Q3,JU,Laboratoires,20.71,Historical
2016Q3,JU,Médecins (ambulatoire) sans laboratoire,167.68,Historical
2016Q3,JU,Médicaments (médecin),21.22,Historical
2016Q3,JU,Pharmacies,165.73,Historical
2016Q3,JU,Physiothérapeutes,20.36,Historical
2016Q3,JU,SPITEX (soins à domicile),40.19,Historical
2016Q3,JU,Total,981.42,Historical
2016Q3,LU,Autres,31.28,Historical
2016Q3,LU,Etablissements médico-sociaux,59.77,Historical
2016Q3,LU,Hôpitaux (ambulatoire),184.87,Historical
2016Q3,LU,Hôpitaux (séjours),179.33,Historical
2016Q3,LU,Laboratoire cabinet médical,14.37,Historical
2016Q3,LU,Laboratoires,19.29,Historical
2016Q3,LU,Médecins (ambulatoire) sans laboratoire,150.15,Historical
2016Q3,LU,Médicaments (médecin),95.46,Historical
2016Q3,LU,Pharmacies,36.16,Historical
2016Q3,LU,Physiothérapeutes,23.08,Historical
2016Q3,LU,SPITEX (soins à domicile),19.51,Historical
2016Q3,LU,Total,813.26,Historical
2016Q3,NE,Autres,43.98,Historical
2016Q3,NE,Etablissements médico-sociaux,83.46,Historical
2016Q3,NE,Hôpitaux (ambulatoire),196.26,Historical
2016Q3,NE,Hôpitaux (séjours),195.92,Historical
2016Q3,NE,Laboratoire cabinet médical,7.28,Historical
2016Q3,NE,Laboratoires,38.14,Historical
2016Q3,NE,Médecins (ambulatoire) sans laboratoire,176.67,Historical
2016Q3,NE,Médicaments (médecin),25.64,Historical
2016Q3,NE,Pharmacies,173.98,Historical
2016Q3,NE,Physiothérapeutes,21.89,Historical
2016Q3,NE,SPITEX (soins à domicile),30.91,Historical
2016Q3,NE,Total,994.14,Historical
2016Q3,NW,Autres,33.40,Historical
2016Q3,NW,Etablissements médico-sociaux,48.75,Historical
2016Q3,NW,Hôpitaux (ambulatoire),182.09,Historical
2016Q3,NW,Hôpitaux (séjours),161.08,Historical
2016Q3,NW,Laboratoire cabinet médical,12.82,Historical
2016Q3,NW,Laboratoires,19.78,Historical
2016Q3,NW,Médecins (ambulatoire) sans laboratoire,140.69,Historical
2016Q3,NW,Médicaments (médecin),86.40,Historical
2016Q3,NW,Pharmacies,32.65,Historical
2016Q3,NW,Physiothérapeutes,20.21,Historical
2016Q3,NW,SPITEX (soins à domicile),15.48,Historical
2016Q3,NW,Total,753.34,Historical
2016Q3,OW,Autres,27.61,Historical
2016Q3,OW,Etablissements médico-sociaux,46.91,Historical
2016Q3,OW,Hôpitaux (ambulatoire),193.26,Historical
2016Q3,OW,Hôpitaux (séjours),177.52,Historical
2016Q3,OW,Laboratoire cabinet médical,14.02,Historical
2016Q3,OW,Laboratoires,20.60,Historical
2016Q3,OW,Médecins (ambulatoire) sans laboratoire,128.37,Historical
2016Q3,OW,Médicaments (médecin),102.58,Historical
2016Q3,OW,Pharmacies,29.81,Historical
2016Q3,OW,Physiothérapeutes,24.76,Historical
2016Q3,OW,SPITEX (soins à domicile),17.19,Historical
2016Q3,OW,Total,782.62,Historical
2016Q3,SG,Autres,28.30,Historical
2016Q3,SG,Etablissements médico-sociaux,47.36,Historical
2016Q3,SG,Hôpitaux (ambulatoire),154.37,Historical
2016Q3,SG,Hôpitaux (séjours),199.97,Historical
2016Q3,SG,Laboratoire cabinet médical,15.42,Historical
2016Q3,SG,Laboratoires,16.20,Historical
2016Q3,SG,Médecins (ambulatoire) sans laboratoire,168.80,Historical
2016Q3,SG,Médicaments (médecin),101.89,Historical
2016Q3,SG,Pharmacies,38.79,Historical
2016Q3,SG,Physiothérapeutes,25.38,Historical
2016Q3,SG,SPITEX (soins à domicile),16.57,Historical
2016Q3,SG,Total,813.05,Historical
2016Q3,SH,Autres,32.33,Historical
2016Q3,SH,Etablissements médico-sociaux,59.85,Historical
2016Q3,SH,Hôpitaux (ambulatoire),172.69,Historical
2016Q3,SH,Hôpitaux (séjours),250.29,Historical
2016Q3,SH,Laboratoire cabinet médical,15.17,Historical
2016Q3,SH,Laboratoires,16.34,Historical
2016Q3,SH,Médecins (ambulatoire) sans laboratoire,168.63,Historical
2016Q3,SH,Médicaments (médecin),60.44,Historical
2016Q3,SH,Pharmacies,113.34,Historical
2016Q3,SH,Physiothérapeutes,30.21,Historical
2016Q3,SH,SPITEX (soins à domicile),21.20,Historical
2016Q3,SH,Total,940.49,Historical
2016Q3,SO,Autres,34.34,Historical
2016Q3,SO,Etablissements médico-sociaux,45.85,Historical
2016Q3,SO,Hôpitaux (ambulatoire),202.57,Historical
2016Q3,SO,Hôpitaux (séjours),217.87,Historical
2016Q3,SO,Laboratoire cabinet médical,16.33,Historical
2016Q3,SO,Laboratoires,18.29,Historical
2016Q3,SO,Médecins (ambulatoire) sans laboratoire,182.57,Historical
2016Q3,SO,Médicaments (médecin),92.21,Historical
2016Q3,SO,Pharmacies,76.02,Historical
2016Q3,SO,Physiothérapeutes,25.84,Historical
2016Q3,SO,SPITEX (soins à domicile),24.19,Historical
2016Q3,SO,Total,936.07,Historical
2016Q3,SZ,Autres,25.94,Historical
2016Q3,SZ,Etablissements médico-sociaux,42.19,Historical
2016Q3,SZ,Hôpitaux (ambulatoire),150.29,Historical
2016Q3,SZ,Hôpitaux (séjours),176.90,Historical
2016Q3,SZ,Laboratoire cabinet médical,19.26,Historical
2016Q3,SZ,Laboratoires,22.12,Historical
2016Q3,SZ,Médecins (ambulatoire) sans laboratoire,183.76,Historical
2016Q3,SZ,Médicaments (médecin),103.44,Historical
2016Q3,SZ,Pharmacies,32.66,Historical
2016Q3,SZ,Physiothérapeutes,23.58,Historical
2016Q3,SZ,SPITEX (soins à domicile),14.97,Historical
2016Q3,SZ,Total,795.10,Historical
2016Q3,TG,Autres,29.28,Historical
2016Q3,TG,Etablissements médico-sociaux,42.90,Historical
2016Q3,TG,Hôpitaux (ambulatoire),157.27,Historical
2016Q3,TG,Hôpitaux (séjours),196.92,Historical
2016Q3,TG,Laboratoire cabinet médical,13.70,Historical
2016Q3,TG,Laboratoires,15.66,Historical
2016Q3,TG,Médecins (ambulatoire) sans laboratoire,148.95,Historical
2016Q3,TG,Médicaments (médecin),86.77,Historical
2016Q3,TG,Pharmacies,42.76,Historical
2016Q3,TG,Physiothérapeutes,29.24,Historical
2016Q3,TG,SPITEX (soins à domicile),19.45,Historical
2016Q3,TG,Total,782.90,Historical
2016Q3,TI,Autres,39.25,Historical
2016Q3,TI,Etablissements médico-sociaux,88.28,Historical
2016Q3,TI,Hôpitaux (ambulatoire),167.11,Historical
2016Q3,TI,Hôpitaux (séjours),189.86,Historical
2016Q3,TI,Laboratoire cabinet médical,17.59,Historical
2016Q3,TI,Laboratoires,28.19,Historical
2016Q3,TI,Médecins (ambulatoire) sans laboratoire,211.81,Historical
2016Q3,TI,Médicaments (médecin),17.78,Historical
2016Q3,TI,Pharmacies,176.01,Historical
2016Q3,TI,Physiothérapeutes,32.24,Historical
2016Q3,TI,SPITEX (soins à domicile),36.22,Historical
2016Q3,TI,Total,1004.35,Historical
2016Q3,UR,Autres,31.81,Historical
2016Q3,UR,Etablissements médico-sociaux,57.06,Historical
2016Q3,UR,Hôpitaux (ambulatoire),169.14,Historical
2016Q3,UR,Hôpitaux (séjours),191.18,Historical
2016Q3,UR,Laboratoire cabinet médical,13.41,Historical
2016Q3,UR,Laboratoires,12.38,Historical
2016Q3,UR,Médecins (ambulatoire) sans laboratoire,114.16,Historical
2016Q3,UR,Médicaments (médecin),89.90,Historical
2016Q3,UR,Pharmacies,18.85,Historical
2016Q3,UR,Physiothérapeutes,17.75,Historical
2016Q3,UR,SPITEX (soins à domicile),13.60,Historical
2016Q3,UR,Total,729.24,Historical
2016Q3,VD,Autres,37.06,Historical
2016Q3,VD,Etablissements médico-sociaux,57.27,Historical
2016Q3,VD,Hôpitaux (ambulatoire),224.66,Historical
2016Q3,VD,Hôpitaux (séjours),190.29,Historical
